	num	Unnamed: 0	blast_hit	blast_summary	file	otu	Kingdom	Phylum	Class	Order	Family	Genus	sum_size	fiull_tax	Donor	percent 	Unnamed: 16	total	per	cut_off	detections
653	119	254	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu107	Bacteria(100)	Firmicutes(100)	Erysipelotrichia(100)	Erysipelotrichales(100)	Erysipelotrichaceae(100)	Dielma(100)	51	Bacteria(100)_Firmicutes(100)_Erysipelotrichia(100)_Erysipelotrichales(100)_Erysipelotrichaceae(100)_Dielma(100)	C02	pSpike		52113	0.0978642565194865	0	0
654	119	191	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu131	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Bacteroidales(100)	uncultured(36)	uncultured_ge(36)	50	Bacteria(100)_Bacteroidetes(100)_Bacteroidia(100)_Bacteroidales(100)_uncultured(36)_uncultured_ge(36)	C02	pSpike		52113	0.09594534952890833	0	0
655	119	373	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu167	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Ruminococcaceae(100)	Ruminococcaceae_NK4A214_group(74)	49	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Ruminococcaceae(100)_Ruminococcaceae_NK4A214_group(74)	C02	pSpike		52113	0.09402644253833017	0	0
656	119	266	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu84	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Lachnospiraceae(100)	Lachnospiraceae_NK4A136_group(37)	47	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Lachnospiraceae(100)_Lachnospiraceae_NK4A136_group(37)	C02	pSpike		52113	0.09018862855717383	0	0
657	119	180	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu106	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Ruminococcaceae(100)	Flavonifractor(92)	47	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Ruminococcaceae(100)_Flavonifractor(92)	C02	pSpike		52113	0.09018862855717383	0	0
658	119	458	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu112	Bacteria(100)	Bacteroidetes(98)	Bacteroidia(98)	Bacteroidales(90)	Rikenellaceae(79)	Rikenellaceae_RC9_gut_group(62)	46	Bacteria(100)_Bacteroidetes(98)_Bacteroidia(98)_Bacteroidales(90)_Rikenellaceae(79)_Rikenellaceae_RC9_gut_group(62)	C02	pSpike		52113	0.08826972156659567	0	0
659	119	244	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu125	Bacteria(100)	Firmicutes(60)	Clostridia(57)	Clostridiales(57)	Clostridiales_vadinBB60_group(46)	Clostridiales_vadinBB60_group_ge(46)	45	Bacteria(100)_Firmicutes(60)_Clostridia(57)_Clostridiales(57)_Clostridiales_vadinBB60_group(46)_Clostridiales_vadinBB60_group_ge(46)	C02	pSpike		52113	0.0863508145760175	0	0
660	119	339	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu160	Bacteria(100)	Bacteroidetes(97)	Bacteroidia(97)	Bacteroidales(93)	Prevotellaceae(89)	Alloprevotella(75)	44	Bacteria(100)_Bacteroidetes(97)_Bacteroidia(97)_Bacteroidales(93)_Prevotellaceae(89)_Alloprevotella(75)	C02	pSpike		52113	0.08443190758543934	0	0
661	119	235	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu105	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Ruminococcaceae(100)	Oscillibacter(99)	41	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Ruminococcaceae(100)_Oscillibacter(99)	C02	pSpike		52113	0.07867518661370483	0	0
662	119	129	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu47	Bacteria(100)	Firmicutes(100)	Erysipelotrichia(100)	Erysipelotrichales(100)	Erysipelotrichaceae(100)	Erysipelatoclostridium(100)	41	Bacteria(100)_Firmicutes(100)_Erysipelotrichia(100)_Erysipelotrichales(100)_Erysipelotrichaceae(100)_Erysipelatoclostridium(100)	C02	pSpike		52113	0.07867518661370483	0	0
663	119	545	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu141	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Lachnospiraceae(96)	Lachnospiraceae_UCG-010(70)	41	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Lachnospiraceae(96)_Lachnospiraceae_UCG-010(70)	C02	pSpike		52113	0.07867518661370483	0	0
664	119	556	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu91	Bacteria(100)	Firmicutes(100)	Negativicutes(100)	Selenomonadales(100)	Acidaminococcaceae(100)	Phascolarctobacterium(100)	39	Bacteria(100)_Firmicutes(100)_Negativicutes(100)_Selenomonadales(100)_Acidaminococcaceae(100)_Phascolarctobacterium(100)	C02	pSpike		52113	0.0748373726325485	0	0
665	119	2515	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu207	Bacteria(100)	Proteobacteria(99)	Gammaproteobacteria(99)	Enterobacteriales(98)	Enterobacteriaceae(98)	Pseudocitrobacter(54)	37	Bacteria(100)_Proteobacteria(99)_Gammaproteobacteria(99)_Enterobacteriales(98)_Enterobacteriaceae(98)_Pseudocitrobacter(54)	C02	pSpike		52113	0.07099955865139217	0	0
666	119	277	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu126	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Bacteroidales(100)	Prevotellaceae(92)	Alloprevotella(86)	37	Bacteria(100)_Bacteroidetes(100)_Bacteroidia(100)_Bacteroidales(100)_Prevotellaceae(92)_Alloprevotella(86)	C02	pSpike		52113	0.07099955865139217	0	0
667	119	490	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu25	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Bacteroidales(100)	Rikenellaceae(99)	Rikenella(91)	36	Bacteria(100)_Bacteroidetes(100)_Bacteroidia(100)_Bacteroidales(100)_Rikenellaceae(99)_Rikenella(91)	C02	pSpike		52113	0.069080651660814	0	0
668	119	225	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu127	Bacteria(100)	Firmicutes(79)	Clostridia(76)	Clostridiales(76)	Clostridiales_vadinBB60_group(62)	Clostridiales_vadinBB60_group_ge(62)	36	Bacteria(100)_Firmicutes(79)_Clostridia(76)_Clostridiales(76)_Clostridiales_vadinBB60_group(62)_Clostridiales_vadinBB60_group_ge(62)	C02	pSpike		52113	0.069080651660814	0	0
669	119	718	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu146	Bacteria(97)	Firmicutes(20)	Negativicutes(18)	Selenomonadales(18)	Veillonellaceae(10)	Acetonema(4)	34	Bacteria(97)_Firmicutes(20)_Negativicutes(18)_Selenomonadales(18)_Veillonellaceae(10)_Acetonema(4)	C02	pSpike		52113	0.06524283767965766	0	0
670	119	551	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu149	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Clostridiales_vadinBB60_group(98)	Clostridiales_vadinBB60_group_ge(98)	33	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Clostridiales_vadinBB60_group(98)_Clostridiales_vadinBB60_group_ge(98)	C02	pSpike		52113	0.0633239306890795	0	0
671	119	862	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu117	Bacteria(100)	Firmicutes(100)	Bacilli(100)	Bacillales(100)	Planococcaceae(100)	Lysinibacillus(51)	32	Bacteria(100)_Firmicutes(100)_Bacilli(100)_Bacillales(100)_Planococcaceae(100)_Lysinibacillus(51)	C02	pSpike		52113	0.061405023698501336	0	0
672	119	2858	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu219	Bacteria(100)	Bacteroidetes(99)	Bacteroidia(99)	Bacteroidales(95)	Tannerellaceae(56)	Candidatus_Vestibaculum(40)	31	Bacteria(100)_Bacteroidetes(99)_Bacteroidia(99)_Bacteroidales(95)_Tannerellaceae(56)_Candidatus_Vestibaculum(40)	C02	pSpike		52113	0.05948611670792317	0	0
673	119	230	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu144	Bacteria(100)	Deferribacteres(100)	Deferribacteres(100)	Deferribacterales(100)	Deferribacteraceae(100)	Mucispirillum(100)	30	Bacteria(100)_Deferribacteres(100)_Deferribacteres(100)_Deferribacterales(100)_Deferribacteraceae(100)_Mucispirillum(100)	C02	pSpike		52113	0.057567209717345	0	0
674	119	590	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu151	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Lachnospiraceae(100)	Sellimonas(99)	30	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Lachnospiraceae(100)_Sellimonas(99)	C02	pSpike		52113	0.057567209717345	0	0
675	119	167	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu142	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Bacteroidales(80)	Muribaculaceae(8)	CAG-873(8)	30	Bacteria(100)_Bacteroidetes(100)_Bacteroidia(100)_Bacteroidales(80)_Muribaculaceae(8)_CAG-873(8)	C02	pSpike		52113	0.057567209717345	0	0
676	119	236	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu103	Bacteria(100)	Bacteroidetes(99)	Bacteroidia(99)	Bacteroidales(80)	Marinifilaceae(64)	Odoribacter(62)	29	Bacteria(100)_Bacteroidetes(99)_Bacteroidia(99)_Bacteroidales(80)_Marinifilaceae(64)_Odoribacter(62)	C02	pSpike		52113	0.05564830272676683	0	0
677	119	464	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu78	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Lachnospiraceae(100)	GCA-900066575(100)	28	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Lachnospiraceae(100)_GCA-900066575(100)	C02	pSpike		52113	0.053729395736188665	0	0
678	119	401	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu226	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Ruminococcaceae(100)	Ruminiclostridium_9(79)	27	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Ruminococcaceae(100)_Ruminiclostridium_9(79)	C02	pSpike		52113	0.0518104887456105	0	0
679	119	748	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu147	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Bacteroidales(100)	Tannerellaceae(100)	Parabacteroides(99)	26	Bacteria(100)_Bacteroidetes(100)_Bacteroidia(100)_Bacteroidales(100)_Tannerellaceae(100)_Parabacteroides(99)	C02	pSpike		52113	0.04989158175503233	0	0
680	119	415	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu89	Bacteria(100)	Lentisphaerae(98)	Lentisphaeria(92)	Victivallales(92)	Victivallaceae(67)	Victivallaceae_ge(67)	26	Bacteria(100)_Lentisphaerae(98)_Lentisphaeria(92)_Victivallales(92)_Victivallaceae(67)_Victivallaceae_ge(67)	C02	pSpike		52113	0.04989158175503233	0	0
681	119	340	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu54	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Lachnospiraceae(100)	Shuttleworthia(92)	23	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Lachnospiraceae(100)_Shuttleworthia(92)	C02	pSpike		52113	0.044134860783297834	0	0
682	119	563	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu169	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Ruminococcaceae(100)	Ruminococcaceae_NK4A214_group(97)	23	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Ruminococcaceae(100)_Ruminococcaceae_NK4A214_group(97)	C02	pSpike		52113	0.044134860783297834	0	0
683	119	794	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu145	Bacteria(100)	Firmicutes(93)	Clostridia(93)	Clostridiales(87)	Ruminococcaceae(52)	Cellulosibacter(14)	22	Bacteria(100)_Firmicutes(93)_Clostridia(93)_Clostridiales(87)_Ruminococcaceae(52)_Cellulosibacter(14)	C02	pSpike		52113	0.04221595379271967	0	0
684	119	892	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu182	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Lachnospiraceae(100)	Lachnospiraceae_ge(64)	22	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Lachnospiraceae(100)_Lachnospiraceae_ge(64)	C02	pSpike		52113	0.04221595379271967	0	0
685	119	462	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu215	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Lachnospiraceae(100)	Oribacterium(46)	20	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Lachnospiraceae(100)_Oribacterium(46)	C02	pSpike		52113	0.038378139811563336	0	0
686	119	549	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu148	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Bacteroidales(100)	Prevotellaceae(100)	Prevotellaceae_UCG-001(100)	20	Bacteria(100)_Bacteroidetes(100)_Bacteroidia(100)_Bacteroidales(100)_Prevotellaceae(100)_Prevotellaceae_UCG-001(100)	C02	pSpike		52113	0.038378139811563336	0	0
687	119	617	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu72	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Lachnospiraceae(100)	Lachnoclostridium(97)	19	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Lachnospiraceae(100)_Lachnoclostridium(97)	C02	pSpike		52113	0.03645923282098517	0	0
688	119	1029	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu175	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Bacteroidales(100)	Prevotellaceae(100)	Alloprevotella(100)	19	Bacteria(100)_Bacteroidetes(100)_Bacteroidia(100)_Bacteroidales(100)_Prevotellaceae(100)_Alloprevotella(100)	C02	pSpike		52113	0.03645923282098517	0	0
689	119	930	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu372	Bacteria(100)	Cyanobacteria(100)	Melainabacteria(100)	Gastranaerophilales(100)	Gastranaerophilales_fa(100)	Gastranaerophilales_ge(100)	18	Bacteria(100)_Cyanobacteria(100)_Melainabacteria(100)_Gastranaerophilales(100)_Gastranaerophilales_fa(100)_Gastranaerophilales_ge(100)	C02	pSpike		52113	0.034540325830407	0	0
690	119	788	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu41	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Bacteroidales(99)	Rikenellaceae(98)	Alistipes(98)	18	Bacteria(100)_Bacteroidetes(100)_Bacteroidia(100)_Bacteroidales(99)_Rikenellaceae(98)_Alistipes(98)	C02	pSpike		52113	0.034540325830407	0	0
691	119	2720	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu268	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	ATCC-39006(30)	18	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_ATCC-39006(30)	C02	pSpike		52113	0.034540325830407	0	0
692	119	1171	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu180	Bacteria(100)	Proteobacteria(53)	Alphaproteobacteria(29)	Rhizobiales(21)	Rhizobiaceae(19)	Daeguia(19)	16	Bacteria(100)_Proteobacteria(53)_Alphaproteobacteria(29)_Rhizobiales(21)_Rhizobiaceae(19)_Daeguia(19)	C02	pSpike		52113	0.030702511849250668	0	0
693	119	1133	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu203	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Bacteroidales(100)	Barnesiellaceae(100)	Barnesiella(100)	16	Bacteria(100)_Bacteroidetes(100)_Bacteroidia(100)_Bacteroidales(100)_Barnesiellaceae(100)_Barnesiella(100)	C02	pSpike		52113	0.030702511849250668	0	0
694	119	1341	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu224	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Lachnospiraceae(100)	Lachnoclostridium(88)	16	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Lachnospiraceae(100)_Lachnoclostridium(88)	C02	pSpike		52113	0.030702511849250668	0	0
695	119	942	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu13	Bacteria(100)	Firmicutes(100)	Bacilli(100)	Lactobacillales(100)	Enterococcaceae(100)	Enterococcus(100)	16	Bacteria(100)_Firmicutes(100)_Bacilli(100)_Lactobacillales(100)_Enterococcaceae(100)_Enterococcus(100)	C02	pSpike		52113	0.030702511849250668	0	0
696	119	1071	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu152	Bacteria(100)	Firmicutes(99)	Clostridia(98)	Clostridiales(98)	Clostridiales_vadinBB60_group(86)	Clostridiales_vadinBB60_group_ge(86)	15	Bacteria(100)_Firmicutes(99)_Clostridia(98)_Clostridiales(98)_Clostridiales_vadinBB60_group(86)_Clostridiales_vadinBB60_group_ge(86)	C02	pSpike		52113	0.0287836048586725	0	0
697	119	668	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu168	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Lachnospiraceae(100)	uncultured(62)	15	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Lachnospiraceae(100)_uncultured(62)	C02	pSpike		52113	0.0287836048586725	0	0
698	119	607	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu166	Bacteria(100)	Bacteroidetes(83)	Bacteroidia(77)	Bacteroidales(48)	Porphyromonadaceae(7)	Porphyromonadaceae_ge(7)	15	Bacteria(100)_Bacteroidetes(83)_Bacteroidia(77)_Bacteroidales(48)_Porphyromonadaceae(7)_Porphyromonadaceae_ge(7)	C02	pSpike		52113	0.0287836048586725	0	0
699	119	686	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu230	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Ruminococcaceae(100)	Ruminiclostridium(84)	14	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Ruminococcaceae(100)_Ruminiclostridium(84)	C02	pSpike		52113	0.026864697868094332	0	0
700	119	3898	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu272	Bacteria(100)	Bacteroidetes(97)	Bacteroidia(97)	Bacteroidales(97)	Prevotellaceae(60)	Prevotellaceae_UCG-004(51)	14	Bacteria(100)_Bacteroidetes(97)_Bacteroidia(97)_Bacteroidales(97)_Prevotellaceae(60)_Prevotellaceae_UCG-004(51)	C02	pSpike		52113	0.026864697868094332	0	0
701	119	697	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu189	Bacteria(100)	Firmicutes(60)	Erysipelotrichia(51)	Erysipelotrichales(51)	Erysipelotrichaceae(51)	Erysipelotrichaceae_UCG-004(44)	14	Bacteria(100)_Firmicutes(60)_Erysipelotrichia(51)_Erysipelotrichales(51)_Erysipelotrichaceae(51)_Erysipelotrichaceae_UCG-004(44)	C02	pSpike		52113	0.026864697868094332	0	0
702	119	989	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu220	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Ruminococcaceae(100)	Ruminiclostridium_9(100)	13	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Ruminococcaceae(100)_Ruminiclostridium_9(100)	C02	pSpike		52113	0.024945790877516166	0	0
703	119	827	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu374	Bacteria(100)	Bacteroidetes(99)	Bacteroidia(99)	Bacteroidales(98)	Bacteroidaceae(85)	Bacteroides(85)	13	Bacteria(100)_Bacteroidetes(99)_Bacteroidia(99)_Bacteroidales(98)_Bacteroidaceae(85)_Bacteroides(85)	C02	pSpike		52113	0.024945790877516166	0	0
704	119	897	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu227	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Eubacteriaceae(100)	Anaerofustis(100)	12	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Eubacteriaceae(100)_Anaerofustis(100)	C02	pSpike		52113	0.023026883886938	0	0
705	119	768	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu170	Bacteria(100)	Bacteroidetes(99)	Bacteroidia(99)	Bacteroidales(95)	uncultured(19)	uncultured_ge(19)	12	Bacteria(100)_Bacteroidetes(99)_Bacteroidia(99)_Bacteroidales(95)_uncultured(19)_uncultured_ge(19)	C02	pSpike		52113	0.023026883886938	0	0
706	119	767	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu68	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Ruminococcaceae(100)	Ruminococcaceae_NK4A214_group(100)	12	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Ruminococcaceae(100)_Ruminococcaceae_NK4A214_group(100)	C02	pSpike		52113	0.023026883886938	0	0
707	119	3637	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu244	Bacteria(100)	Lentisphaerae(100)	Lentisphaeria(100)	Victivallales(100)	vadinBE97(100)	vadinBE97_ge(100)	11	Bacteria(100)_Lentisphaerae(100)_Lentisphaeria(100)_Victivallales(100)_vadinBE97(100)_vadinBE97_ge(100)	C02	pSpike		52113	0.021107976896359834	0	0
708	119	481	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu171	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Ruminococcaceae(100)	Ruminiclostridium(37)	11	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Ruminococcaceae(100)_Ruminiclostridium(37)	C02	pSpike		52113	0.021107976896359834	0	0
709	119	1172	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu136	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Ruminococcaceae(100)	Oscillospira(100)	11	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Ruminococcaceae(100)_Oscillospira(100)	C02	pSpike		52113	0.021107976896359834	0	0
710	119	1151	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu178	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Family_XIII(99)	Family_XIII_ge(84)	11	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Family_XIII(99)_Family_XIII_ge(84)	C02	pSpike		52113	0.021107976896359834	0	0
711	119	982	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu184	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Ruminococcaceae(100)	Anaerofilum(75)	11	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Ruminococcaceae(100)_Anaerofilum(75)	C02	pSpike		52113	0.021107976896359834	0	0
712	119	2732	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu213	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(94)	Enterobacteriaceae(94)	Pseudocitrobacter(54)	10	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(94)_Enterobacteriaceae(94)_Pseudocitrobacter(54)	C02	pSpike		52113	0.019189069905781668	0	0
713	119	944	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu186	Bacteria(100)	Firmicutes(99)	Clostridia(97)	Clostridiales(85)	Christensenellaceae(71)	Christensenellaceae_ge(31)	10	Bacteria(100)_Firmicutes(99)_Clostridia(97)_Clostridiales(85)_Christensenellaceae(71)_Christensenellaceae_ge(31)	C02	pSpike		52113	0.019189069905781668	0	0
714	119	1059	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu174	Bacteria(99)	Proteobacteria(30)	Gammaproteobacteria(29)	Enterobacteriales(28)	Enterobacteriaceae(28)	ATCC-39006(11)	9	Bacteria(99)_Proteobacteria(30)_Gammaproteobacteria(29)_Enterobacteriales(28)_Enterobacteriaceae(28)_ATCC-39006(11)	C02	pSpike		52113	0.0172701629152035	0	0
715	119	1733	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu379	Bacteria(100)	Firmicutes(99)	Clostridia(98)	Clostridiales(98)	Clostridiales_vadinBB60_group(97)	Clostridiales_vadinBB60_group_ge(97)	9	Bacteria(100)_Firmicutes(99)_Clostridia(98)_Clostridiales(98)_Clostridiales_vadinBB60_group(97)_Clostridiales_vadinBB60_group_ge(97)	C02	pSpike		52113	0.0172701629152035	0	0
716	119	1981	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu239	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Lachnospiraceae(100)	Lachnospiraceae_ge(72)	9	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Lachnospiraceae(100)_Lachnospiraceae_ge(72)	C02	pSpike		52113	0.0172701629152035	0	0
717	119	5650	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	119-spike-C02-pSpike	otu155	Bacteria(100)	Firmicutes(100)	Clostridia(100)	Clostridiales(100)	Ruminococcaceae(100)	GCA-900066225(71)	8	Bacteria(100)_Firmicutes(100)_Clostridia(100)_Clostridiales(100)_Ruminococcaceae(100)_GCA-900066225(71)	C02	pSpike		52113	0.015351255924625334	0	0
